186,20
186,48
187,4
187,19
188,10
188,34
188,35
189,25
189,27
190,9
190,27
190,35
191,21
191,28
192,8
192,16
192,28
193,3
193,43
194,10
194,45
195,6
195,13
195,29
195,44
196,28
196,37
197,9
197,14
198,7
198,29
198,35
199,17
199,37
200,31
201,45
202,12
202,23
202,26
202,43
203,18
203,28
203,36
204,8
204,36
204,46
205,20
206,46
207,5
207,49
208,12
209,0
209,1
209,7
209,9
209,18
209,38
210,18
210,20
210,39
211,12
211,24
211,27
211,42
211,46
212,8
212,16
212,20
212,29
213,3
213,31
213,41
214,7
214,11
215,10
215,24
215,25
215,44
215,47
216,33
216,44
217,6
217,7
217,21
218,9
218,28
218,43
219,12
219,26
219,27
219,44
220,42
221,20
221,26
221,33
222,5
223,10
223,26
223,36
223,40
223,43
225,23
226,28
226,36
226,49
227,11
227,27
228,2
228,5
228,44
229,47
230,12
230,13
230,24
230,25
230,27
230,34
230,36
232,4
232,41
232,47
233,31
234,13
234,44
235,13
235,37
237,41
237,47
238,12
238,31
240,25
240,26
240,42
240,48
241,36
242,25
243,28
243,41
244,24
244,27
244,46
245,6
245,25
245,30
245,33
246,18
246,44
248,16
248,37
249,2
250,11
250,17
250,36
250,40
254,0
254,12
254,20
254,44
255,27
255,47
256,13
256,17
256,19
257,4
257,17
257,26
257,31
258,6
258,26
259,45
260,25
260,30
261,16
261,34
262,27
263,7
263,20
263,29
263,41
265,7
265,24
265,26
265,30
265,47
266,6
266,8
266,21
266,26
266,42
267,10
267,19
267,21
267,37
268,1
268,11
268,20
268,21
268,28
268,36
269,18
269,23
269,30
269,35
270,38
271,3
271,8
271,15
272,40
272,45
273,4
273,10
273,43
274,9
274,11
274,25
275,15
275,26
275,39
276,8
276,33
276,39
277,17
277,24
277,30
278,17
278,28
278,35
278,39
279,2
279,12
279,23
280,9
281,34
282,37
282,38
283,16
283,24
283,28
283,43
284,5
284,7
284,12
284,17
284,22
284,28
285,5
285,16
285,28
286,12
286,17
286,18
286,27
287,19
287,39
288,29
288,39
289,3
289,5
289,11
289,40
290,5
290,31
290,41
291,43
291,49
292,16
292,19
292,35
292,40
293,19
293,43
294,35
295,15
295,27
296,0
296,16
296,18
296,43
297,2
297,19
297,21
298,4
298,21
298,45
300,22
300,25
301,11
301,14
302,3
302,10
302,25
302,39
302,47
303,17
305,9
305,36
305,39
305,41
305,43
305,46
306,49
307,8
307,45
308,7
309,8
309,15
309,31
310,10
310,27
311,6
311,23
311,40
311,45
312,9
312,10
312,30
313,18
313,23
313,27
314,20
314,24
314,31
314,46
315,0
315,1
315,8
315,28
315,34
315,37
316,3
316,31
316,42
317,16
317,49
318,14
318,19
318,39
318,48
319,3
320,11
321,1
321,2
321,22
321,49
323,5
323,8
323,18
323,45
324,20
324,38
325,24
325,33
325,39
327,2
327,27
327,43
328,0
328,33
328,43
328,47
328,48
329,23
330,6
330,41
330,48
331,19
331,28
333,1
333,45
333,46
334,15
334,44
334,46
336,5
336,26
336,29
337,12
338,5
338,8
338,46
339,5
339,22
339,37
339,43
341,21
341,37
342,0
342,22
342,25
342,41
343,24
344,6
345,13
345,15
346,13
346,20
347,48
348,13
348,23
348,34
349,16
349,39
350,30
350,33
350,39
351,32
351,35
353,38
353,49
354,10
354,16
354,17
354,22
354,38
354,42
354,49
355,10
355,39
356,0
356,1
356,45
357,11
358,41
359,13
360,4
360,14
360,16
362,8
362,48
362,49
363,9
363,13
363,30
363,41
363,45
364,4
364,6
364,22
364,32
364,41
365,28
366,1
366,23
366,31
366,32
367,1
367,13
367,23
368,8
368,30
368,41
368,46
369,10
369,21
370,30
371,14
372,17
372,25
372,35
372,42
373,6
373,18
373,40
374,0
374,5
374,15
375,1
375,15
375,17
375,22
375,33
376,6
376,33
376,48
377,12
377,28
377,41
378,23
378,35
379,10
379,20
379,23
379,49
380,41
381,1
381,27
381,31
381,38
381,49
382,1
383,5
383,27
383,28
383,36
383,38
384,4
384,18
384,33
384,46
385,19
385,38
386,3
388,15
388,45
389,2
389,35
390,25
390,30
391,46
392,7
392,44
392,48
394,31
395,18
396,20
398,23
398,24
398,48
399,13
399,36
399,46
400,28
400,29
401,13
401,26
401,42
402,20
403,0
403,23
403,30
404,19
405,15
405,19
406,26
406,45
407,5
407,29
407,34
408,19
408,45
409,5
409,7
409,18
410,15
410,27
410,34
410,43
411,10
411,41
412,1
412,10
414,6
414,12
414,34
414,36
414,38
415,5
415,8
415,32
416,10
416,15
416,18
416,27
417,32
417,38
417,48
418,22
418,28
419,46
420,2
420,4
420,26
420,34
421,37
421,46
422,30
422,43
423,18
423,40
423,41
425,46
426,19
426,27
427,18
427,21
427,42
428,11
428,15
429,28
429,45
430,16
430,24
430,30
430,31
430,36
431,14
431,23
431,41
432,24
433,26
433,37
433,46
433,49
434,12
434,35
434,41
436,37
437,2
437,7
437,13
437,22
437,28
438,25
438,33
440,17
440,29
441,4
441,23
441,42
442,24
442,33
442,41
443,3
443,17
443,44
444,20
444,35
445,44
446,44
447,11
447,23
448,4
448,12
448,34
448,36
448,39
448,48
449,14
449,17
450,19
450,32
450,48
451,12
451,36
452,12
452,25
452,29
452,34
452,40
452,42
453,11
453,17
453,34
453,47
454,2
454,11
454,29
455,47
456,29
456,38
457,46
458,17
458,21
459,24
460,8
460,32
461,14
461,26
461,27
461,44
461,45
462,8
462,16
462,20
462,23
462,37
464,6
464,49
465,3
465,26
465,31
465,45
466,9
466,39
466,43
466,48
468,3
468,37
468,41
468,48
469,8
469,29
469,41
470,47
471,10
473,24
473,29
473,42
474,11
474,34
475,3
475,19
475,21
475,44
476,27
476,30
476,32
476,36
476,43
477,29
478,4
478,10
478,39
478,43
479,13
479,19
479,47
480,10
480,31
480,49
481,14
481,24
481,42
482,2
482,34
482,48
484,4
486,12
486,18
486,38
487,10
487,16
487,31
487,36
488,2
488,26
488,27
488,34
489,15
490,24
490,28
490,33
490,48
491,5
491,14
491,36
492,22
492,32
492,37
492,42
493,7
493,28
493,31
493,34
493,35
494,12
494,28
494,46
495,2
495,6
495,10
495,38
495,46
496,0
496,8
496,38
497,12
497,36
497,46
498,11
498,27
498,29
498,30
499,46
500,29
500,37
500,42
501,1
501,15
501,31
501,38
501,46
502,4
502,9
502,24
502,44
503,23
503,32
504,3
504,8
505,6
505,23
505,29
506,9
506,13
506,23
506,44
507,23
507,27
507,29
508,21
508,37
509,16
509,18
510,9
510,35
510,38
511,2
511,6
511,15
511,28
511,36
511,38
512,11
512,25
512,35
513,10
513,35
514,0
514,7
514,37
515,45
516,7
516,21
516,23
516,24
516,36
517,12
517,35
518,4
518,9
518,23
519,11
519,30
522,1
524,16
524,35
524,43
525,5
525,17
525,42
526,44
527,24
527,37
527,42
528,4
528,40
529,0
529,4
529,13
529,14
529,45
530,12
530,29
530,42
531,17
532,6
532,30
532,33
532,39
533,7
533,45
533,47
534,3
534,38
534,42
535,21
535,28
536,30
537,0
537,1
537,10
538,14
539,34
539,44
541,46
542,8
542,34
542,35
543,41
544,31
545,39
545,44
545,48
546,9
546,31
546,44
546,47
547,13
547,33
547,34
547,37
547,39
547,42
548,12
548,32
548,38
548,47
549,10
549,11
549,25
550,34
550,46
551,31
551,38
552,20
552,22
552,35
552,43
553,7
553,36
553,45
554,14
554,21
554,49
555,3
555,9
555,49
556,11
556,14
556,28
556,30
556,32
556,45
557,1
557,38
558,0
558,20
559,48
560,44
561,3
561,17
561,41
562,2
562,17
562,32
562,35
562,42
562,43
562,48
563,0
563,24
563,43
563,48
564,0
564,1
564,12
564,13
564,17
564,47
565,46
566,40
566,43
567,19
567,46
568,11
568,29
568,41
569,25
569,34
570,24
570,33
570,39
571,11
571,33
571,34
572,0
572,2
572,3
572,30
572,49
573,14
573,17
575,2
575,33
576,17
576,30
576,32
576,47
577,37
578,23
578,34
578,39
580,15
580,17
581,11
581,34
581,47
583,31
584,9
584,32
585,28
585,37
586,16
587,32
588,5
588,47
589,8
589,9
589,17
589,19
590,2
590,44
591,4
592,7
592,29
592,31
593,44
594,44
594,49
595,37
595,43
596,6
596,10
596,27
596,31
597,25
597,44
598,11
598,22
598,26
598,32
599,0
599,31
599,44
600,9
600,41
601,40
602,17
602,18
602,41
603,3
603,12
603,17
603,20
603,41
604,37
605,49
606,1
606,2
607,13
608,8
608,44
609,31
610,8
610,44
611,15
611,22
611,28
611,37
612,10
612,25
613,2
613,20
613,30
613,31
613,35
613,43
614,8
614,34
614,35
614,37
614,48
615,2
615,3
615,11
615,43
616,43
617,36
618,31
618,44
619,7
619,42
620,13
620,38
621,0
621,27
621,28
622,35
624,12
624,14
624,15
624,16
625,11
625,22
625,32
626,5
626,15
626,25
627,4
627,14
627,15
628,8
628,13
628,43
629,22
629,42
630,4
630,36
630,42
631,0
631,17
631,27
631,48
632,8
632,11
633,17
634,16
634,22
635,9
635,34
635,38
636,3
636,10
636,22
637,16
637,18
637,42
637,44
638,35
639,17
639,19
639,28
640,30
641,19
641,31
642,20
642,22
642,26
642,27
643,1
643,7
643,14
643,40
643,44
644,0
644,23
644,44
645,9
645,14
645,33
646,8
646,19
646,27
646,34
646,37
647,34
648,6
648,8
648,24
648,43
649,20
650,3
650,38
650,47
651,2
651,43
652,8
652,15
652,21
653,14
653,17
653,22
654,33
654,46
655,4
656,22
656,28
657,33
658,5
658,8
658,9
658,15
658,22
659,23
659,27
659,41
659,47
660,14
660,42
660,47
661,28
661,32
661,36
662,40
662,46
663,12
663,23
664,20
664,31
665,46
667,6
667,8
667,9
667,41
668,6
669,0
669,24
669,36
670,14
670,25
670,40
671,7
671,11
671,13
671,15
671,42
672,5
672,8
672,16
672,19
672,22
673,44
673,45
673,46
674,2
674,27
674,39
674,40
674,48
675,7
675,35
676,21
676,23
677,26
677,31
678,10
679,5
679,19
679,30
679,38
680,16
681,8
681,33
681,38
682,11
683,42
683,44
684,23
685,28
685,31
686,10
686,22
686,27
686,31
687,30
687,45
687,47
688,23
688,24
691,3
691,10
691,40
691,42
691,49
692,1
692,7
692,22
692,33
693,13
694,30
695,14
695,16
695,46
695,47
696,31
697,22
697,23
697,24
698,6
698,16
698,23
698,24
698,26
699,13
700,11
700,19
701,7
701,8
701,19
701,29
701,48
702,22
702,23
702,29
703,6
704,13
706,22
706,24
707,0
707,24
707,32
707,38
708,17
709,11
709,44
710,18
711,25
711,41
711,42
712,0
712,12
712,42
713,21
713,30
714,22
714,37
714,38
714,40
715,30
716,7
716,34
716,44
716,46
717,15
717,17
717,35
718,2
718,32
718,41
719,21
719,49
721,2
721,26
721,29
722,1
722,7
722,46
723,31
723,35
724,9
724,26
725,8
726,12
727,27
727,41
728,30
730,7
730,8
730,17
731,0
731,19
731,36
731,37
732,9
732,33
733,17
733,44
733,45
734,4
735,46
736,49
737,7
737,26
737,33
737,45
738,1
738,20
738,21
738,25
738,44
739,14
739,29
740,6
740,25
740,38
740,40
741,16
742,2
742,13
742,49
743,5
744,16
744,31
745,12
745,21
745,25
746,21
746,28
746,32
747,0
747,19
747,24
747,32
747,40
748,19
748,37
750,33
750,37
751,4
751,20
751,42
751,45
751,46
752,8
752,33
753,1
753,29
754,8
754,17
754,31
754,36
754,47
756,8
756,13
756,22
756,39
757,2
757,11
757,21
757,26
759,18
759,20
759,21
759,44
760,29
761,40
762,6
762,18
762,34
763,28
763,46
764,6
764,15
764,18
764,28
764,42
765,4
765,21
765,49
766,4
766,7
766,48
767,44
767,47
768,27
768,35
769,10
769,18
769,19
769,25
770,8
770,13
771,39
771,42
772,0
772,6
773,13
773,46
774,27
774,31
776,47
777,18
777,46
778,6
778,32
778,33
779,27
780,4
780,43
781,3
781,20
781,21
782,7
782,17
782,24
782,27
782,38
783,11
783,21
784,0
784,20
784,33
785,0
785,46
786,2
786,5
786,8
786,25
786,29
786,45
788,23
788,42
789,31
789,38
791,8
791,18
791,26
791,39
792,4
792,12
792,43
793,14
793,31
794,4
794,10
794,47
795,25
797,9
797,10
797,18
797,38
797,42
798,22
798,41
799,35
799,38
800,48
801,10
801,13
801,19
801,36
801,39
802,8
802,20
802,47
803,9
804,18
804,49
805,34
805,46
806,32
807,9
808,24
809,5
809,25
809,40
810,6
810,23
810,31
811,10
811,12
811,20
811,41
811,45
812,17
812,31
813,21
813,40
813,45
814,31
814,46
815,24
815,38
816,1
816,6
817,39
817,41
818,16
818,17
818,25
818,36
820,27
820,32
821,1
821,38
822,6
822,22
822,26
822,31
822,38
823,3
823,11
823,48
824,9
824,12
824,19
824,29
824,31
824,32
825,12
825,42
826,21
826,37
826,46
827,8
827,9
828,33
828,43
829,12
829,19
829,27
830,18
830,45
830,46
831,10
831,34
832,1
832,8
832,16
832,19
832,41
833,1
833,7
833,13
833,40
833,44
834,44
835,13
835,17
836,3
836,15
836,31
836,38
837,16
837,33
837,49
838,3
838,18
839,20
839,41
839,44
840,17
840,20
841,3
841,9
841,37
841,46
842,35
842,38
843,6
844,4
844,13
844,25
844,37
845,2
845,8
845,23
845,27
845,30
845,37
846,21
846,28
846,30
846,37
846,40
846,44
847,13
849,3
849,18
849,42
850,2
850,36
851,27
851,46
852,13
852,21
852,22
853,4
853,22
853,32
853,47
854,30
854,41
855,36
856,2
856,11
856,31
856,38
857,45
858,34
858,43
859,4
859,16
859,25
859,42
860,1
860,6
860,7
860,11
860,14
861,10
862,12
862,34
862,37
862,40
863,9
863,46
864,2
864,22
864,28
864,44
865,21
865,27
866,12
866,13
866,22
866,27
866,47
867,21
867,37
868,16
868,28
868,37
869,2
869,38
869,42
870,3
870,4
870,17
870,24
870,32
870,41
871,12
871,31
872,1
872,42
872,49
873,13
873,18
873,36
873,42
873,43
874,12
874,26
874,36
874,39
875,15
875,32
876,1
876,15
876,17
877,1
877,26
877,48
878,24
878,33
879,9
879,10
879,12
879,16
879,31
879,38
879,42
880,10
881,14
882,6
882,30
883,2
883,8
883,22
883,44
884,13
884,20
884,23
884,32
884,37
884,39
885,0
885,33
886,2
887,9
887,29
888,5
888,13
888,14
888,29
888,32
889,45
890,33
891,3
891,30
891,33
892,32
893,0
893,6
893,44
894,39
895,12
895,18
895,44
895,49
896,0
896,8
896,10
896,23
896,30
896,33
898,30
899,11
899,14
899,40
899,43
899,48
900,19
900,21
900,22
900,23
901,13
901,19
901,33
901,41
901,45
902,15
902,22
902,29
903,14
903,27
903,34
903,47
904,2
904,32
904,42
905,25
906,4
906,29
908,6
908,10
908,17
908,19
908,29
908,45
909,14
909,15
909,29
909,40
910,10
910,31
910,34
911,6
911,25
911,37
912,12
912,17
913,1
913,3
914,5
914,9
914,17
916,28
916,38
917,11
917,12
917,32
918,17
918,29
918,37
918,46
919,26
920,11
920,36
920,38
921,9
921,18
922,22
922,34
923,6
923,7
923,34
924,24
924,32
924,33
925,37
926,7
926,17
926,22
926,41
926,42
927,19
927,35
927,49
928,14
928,27
928,47
929,5
929,45
930,6
930,32
932,2
932,27
932,39
932,42
932,47
933,0
933,14
933,40
934,16
936,28
937,27
937,30
937,46
938,9
938,32
938,49
939,17
940,31
940,33
941,1
941,20
941,40
943,8
943,34
943,35
943,40
944,19
944,28
945,0
945,3
945,27
945,41
946,18
946,28
947,7
947,25
947,28
948,24
949,0
949,4
949,45
950,3
950,17
951,4
951,6
951,13
951,24
952,23
952,24
952,31
952,39
952,42
953,3
953,13
953,32
953,44
954,8
954,14
954,32
954,47
955,9
956,20
956,25
956,28
956,36
956,42
957,4
957,21
957,49
958,15
958,23
959,27
959,28
959,44
959,47
960,5
961,8
961,9
961,15
961,19
961,28
961,38
962,24
962,48
963,14
964,2
964,7
964,22
965,33
966,42
967,31
968,18
968,23
968,24
969,4
969,28
970,9
970,13
970,21
971,4
971,7
971,11
971,13
971,20
971,23
971,42
972,3
972,5
972,10
972,16
973,20
974,3
974,32
974,42
975,23
975,36
975,44
976,15
976,27
976,43
977,17
977,36
977,46
978,49
979,23
980,41
980,49
982,7
982,24
983,4
983,40
984,9
984,48
985,12
985,38
985,44
986,17
986,25
986,34
987,9
987,12
987,27
987,41
988,14
989,2
989,6
989,19
989,30
989,31
990,1
990,7
990,33
991,14
991,15
991,34
991,43
992,46
992,47
993,7
993,12
995,29
995,46
996,6
997,9
997,14
997,20
998,37
998,46
999,4
999,18
999,34
1001,1
1002,5
1002,13
1002,39
1002,41
1003,32
1003,37
1004,0
1004,8
1004,32
1005,5
1005,6
1005,40
1005,49
1006,9
1007,2
1007,16
1007,27
1008,17
1008,25
1008,37
1009,21
1009,25
1009,37
1010,14
1010,18
1010,36
1010,49
1012,3
1012,8
1012,18
1013,32
1013,42
1014,0
1014,30
1014,31
1014,38
1015,8
1016,1
1016,5
1016,12
1016,17
1016,24
1016,28
1016,43
1017,10
1017,11
1017,16
1017,31
1017,35
1018,16
1018,43
1018,49
1019,21
1019,28
1019,32
1020,19
1020,30
1021,1
1021,34
1021,40
1022,6
1022,16
1022,38
1024,10
1024,19
1024,33
1025,0
1025,40
1026,49
1027,2
1028,16
1029,7
1030,26
1031,3
1031,28
1031,30
1031,37
1031,41
1032,18
1032,31
1033,0
1033,4
1033,22
1033,28
1034,9
1034,41
1035,34
1036,11
1036,34
1037,18
1037,40
1037,44
1038,1
1039,9
1040,13
1040,18
1040,36
1041,23
1041,32
1042,15
1042,20
1042,44
1042,46
1043,1
1043,14
1044,15
1044,33
1045,22
1047,1
1047,29
1047,30
1047,33
1047,47
1048,19
1048,26
1049,18
1049,21
1049,26
1049,44
1049,48
1050,25
1050,28
1050,42
1051,49
1052,3
1052,28
1052,30
1054,35
1055,1
1055,19
1055,43
1057,3
1057,13
1057,27
1057,33
1057,41
1058,10
1058,14
1058,29
1059,29
1060,44
1061,6
1061,39
1062,6
1062,11
1062,14
1063,21
1064,6
1064,13
1064,20
1064,36
1065,40
1066,37
1067,15
1067,17
1067,32
1067,38
1068,6
1068,34
1068,42
1068,46
1069,39
1070,1
1070,10
1071,17
1071,29
1072,1
1072,22
1074,15
1076,22
1076,27
1076,28
1076,40
1077,37
1078,20
1078,26
1078,35
1079,26
1079,44
1080,6
1080,7
1080,30
1081,15
1081,36
1081,39
1082,5
1082,9
1082,10
1082,20
1082,27
1085,43
1085,46
1086,17
1086,43
1087,3
1087,23
1087,47
1088,3
1088,36
1088,39
1089,5
1089,35
1090,14
1090,24
1091,29
1092,34
1092,42
1093,0
1093,7
1093,11
1093,19
1093,25
1093,26
1094,35
1094,38
1095,22
1096,4
1096,44
1097,27
1097,44
1097,45
1098,10
1098,36
1099,23
1100,8
1100,21
1100,22
1100,33
1100,34
1100,37
1100,45
1101,12
1102,3
1102,15
1102,25
1102,40
1103,19
1103,40
1104,3
1104,26
1104,39
1104,46
1105,11
1105,13
1106,10
1106,30
1106,49
1107,1
1107,30
1108,19
1108,32
1108,37
1109,18
1110,18
1110,20
1110,21
1110,24
1110,35
1110,36
1110,42
1111,26
1111,30
1111,31
1111,34
1111,35
1111,36
1111,46
1113,10
1113,11
1113,39
1113,40
1114,3
1114,5
1114,13
1114,37
1114,41
1115,7
1115,28
1115,48
1116,10
1116,45
1117,7
1117,16
1118,0
1118,24
1119,13
1119,23
1119,37
1119,48
1120,21
1120,27
1120,28
1121,2
1121,14
1121,16
1121,47
1122,18
1122,35
1122,45
1122,49
1123,0
1123,1
1125,2
1125,14
1125,40
1125,45
1126,12
1126,48
1127,2
1127,47
1128,4
1128,9
1129,7
1129,31
1129,33
1130,29
1130,33
1131,35
1131,45
1132,29
1133,4
1133,11
1133,25
1134,13
1134,18
1134,19
1134,22
1134,31
1135,29
1136,1
1136,17
1136,24
1136,48
1137,1
1137,5
1137,15
1137,19
1137,38
1138,35
1138,49
1139,9
1139,30
1140,0
1140,3
1140,5
1140,26
1141,2
1141,14
1141,15
1141,39
1142,39
1143,13
1143,39
1144,0
1144,7
1144,31
1145,21
1145,23
1145,35
1146,13
1146,17
1146,44
1146,46
1147,28
1147,42
1148,4
1148,11
1148,16
1148,17
1148,43
1148,45
1149,0
1149,1
1149,7
1149,31
1149,38
1150,48
1151,18
1153,12
1153,24
1153,28
1154,27
1154,32
1154,35
1154,40
1154,43
1155,21
1155,22
1155,28
1156,49
1157,14
1157,46
1158,27
1158,38
1158,45
1159,39
1159,43
1160,10
1161,9
1161,18
1161,39
1163,20
1163,37
1164,3
1164,28
1165,3
1165,11
1165,16
1165,18
1166,14
1167,17
1167,24
1168,4
1168,14
1168,25
1169,43
1171,0
1171,1
1171,2
1171,16
1172,7
1172,22
1173,7
1173,21
1173,25
1173,33
1174,36
1175,11
1175,16
1175,30
1176,24
1176,41
1177,15
1177,20
1177,46
1178,23
1178,33
1178,44
1178,47
1179,7
1179,37
1181,5
1181,15
1182,12
1182,23
1183,0
1183,44
1184,5
1184,49
1185,20
1185,25
1186,9
1186,18
1186,31
1186,33
1186,35
1187,1
1187,2
1187,6
1187,25
1187,29
1187,38
1187,43
1189,8
1189,19
1189,29
1189,38
1189,43
1190,6
1190,15
1190,24
1190,26
1190,44
1191,13
1191,30
1191,37
1193,6
1193,34
1193,39
1194,22
1194,26
1194,31
1195,31
1196,2
1196,15
1197,34
1198,2
1198,16
1198,30
1199,23
1199,35
1200,0
1200,8
1200,20
1200,47
1201,30
1202,18
1202,34
1203,33
1203,37
1203,38
1203,44
1204,27
1204,41
1204,46
1205,3
1205,9
1205,35
1205,47
1205,48
1206,13
1206,48
1207,9
1207,12
1207,21
1207,46
1208,35
1208,39
1208,46
1209,0
1209,16
1209,17
1209,25
1209,44
1210,9
1211,10
1211,19
1211,21
1211,41
1212,0
1212,14
1212,29
1212,35
1213,12
1213,23
1213,24
1213,39
1214,18
1214,19
1214,32
1214,48
1215,7
1215,44
1215,45
1216,3
1217,42
1218,12
1218,24
1218,28
1218,29
1219,1
1220,5
1220,17
1220,18
1220,19
1220,20
1220,31
1220,47
1221,48
1222,22
1222,23
1223,17
1223,29
1224,21
1224,42
1225,2
1226,31
1227,1
1227,3
1227,6
1228,3
1228,16
1228,33
1228,45
1229,28
1230,33
1230,43
1231,10
1231,28
1232,24
1233,18
1233,19
1233,46
1234,21
1235,2
1235,12
1235,46
1236,5
1236,8
1236,22
1237,17
1237,25
1237,39
1238,25
1239,45
1239,46
1240,15
1240,32
1241,42
1242,18
1242,32
1242,38
1243,4
1243,24
1243,39
1243,41
1244,25
1245,2
1245,9
1245,27
1246,5
1246,6
1246,22
1246,23
1247,8
1247,20
1247,25
1248,2
1248,27
1248,30
1248,38
1249,8
1249,10
1249,15
1249,36
1251,3
1251,30
1251,47
1252,8
1252,11
1252,12
1252,24
1252,39
1253,9
1254,3
1254,22
1255,33
1256,27
1256,36
1256,48
1257,30
1258,9
1259,0
1259,4
1259,25
1259,38
1259,39
1260,15
1260,48
1261,10
1261,20
1261,42
1262,21
1262,27
1263,17
1263,43
1264,23
1264,43
1266,26
1266,35
1266,41
1266,42
1267,20
1267,47
1267,48
1268,18
1268,26
1268,36
1269,2
1269,4
1269,5
1269,17
1269,19
1269,25
1270,15
1271,24
1272,18
1273,0
1273,2
1273,9
1273,28
1274,10
1274,44
1274,49
1275,4
1275,35
1275,49
1276,13
1276,44
1277,36
1278,38
1279,13
1279,27
1281,36
1281,41
1282,15
1282,28
1283,36
1283,40
1284,31
1284,33
1284,45
1286,30
1287,3
1288,1
1288,26
1289,38
1289,39
1289,45
1290,0
1290,8
1290,28
1290,46
1292,14
1292,30
1292,31
1294,13
1295,21
1295,26
1295,27
1296,5
1296,8
1297,13
1297,21
1297,36
1297,45
1298,23
1298,42
1298,44
1299,6
1299,28
1299,42
1300,0
1300,44
1300,45
1300,48
1301,16
1301,21
1301,26
1301,31
1302,24
1303,18
1303,21
1303,23
1303,32
1303,34
1304,24
1305,0
1305,17
1305,27
1306,2
1306,17
1307,47
1308,2
1308,3
1308,15
1308,43
1309,38
1310,3
1310,8
1310,14
1310,16
1312,7
1312,8
1312,22
1313,28
1314,17
1314,28
1315,14
1316,0
1316,37
1316,48
1318,22
1318,33
1320,15
1320,46
1321,15
1321,22
1321,23
